['RUK178', 'B738/M-SDFGIJ1LRWY/SB1', 'EGAA', 'EGPH', '25000', 'BLACA P600 TUNSO', 1707471010]
['GSM323', 'B738/M-SDE2E3FGHIRWXY/LB1', 'EGPH', 'LEAL', '23000', 'GOSAM P600 FENIK L612 BEBNI UL612 HON UN859 ETRAT UN859 SOPIL DCT BALAN DCT LMG DCT PIMQO DCT AGN DCT ANETO DCT POSSY DCT XIMPE DCT RIMES UN860 VLC', 1707474966]
['SHT9J', 'A320/M-SDE3FGHIRWY/LB1', 'EGPH', 'EGLL', '33000', 'GOSAM P600 FENIK L612 ELBUS UL612 LAKEY DCT NUGRA', 1707478355]
['RYR6UF', 'B738/M-SDE2E3FGHIRWXY/LB1', 'EGPH', 'EDDH', '37000', 'TLA Y96 NATEB N610 LONAM DCT DHE L619 OSTOR T904 RIBSO RIBSO2D', 1707481384]
['RYR1FU', 'B738/M-SDE2E3FGHIRWXY/LB1', 'EGPH', 'EPKK', '37000', 'TLA Y96 NATEB N610 LONAM DCT HLZ DCT GODUR DCT LASIS T714 GODLO DCT MOFKE', 1707480396]
['RYR558A', 'B738/M-SDE2E3FGHIRWXY/LB1', 'EGPH', 'LEAL', '33000', 'GOSAM P600 FENIK L612 BEBNI UL612 HON UN859 SOPIL DCT BALAN DCT LMG DCT PIMQO DCT AGN DCT ANETO DCT POSSY DCT XIMPE DCT RIMES UN860 VLC', 1707480246]
['VCP41JR', 'A20N/M-SDE2E3FGHIJ1RWXY/LB1', 'EGPH', 'EGGD', '33000', 'GOSAM P600 FENIK L612 ELBUS UL612 DCS UN864 SUBUK DCT NOKIN N862 KARNO/N0459F320 DCT ALHUP DCT LUCSA N862 WEVBE', 1707482102]
['CFG707', 'A21N/M-SDE2E3FGHIJ1RWXY/LB1', 'EGPH', 'EDDH', '35000', 'TLA Y96 NATEB P15 GIVEM DCT SURAT DCT PETIL DCT AMRAM DCT LANGO DCT BAGOS N850 BOGMU BOGMU2D', 1707480914]
['TVS4498', 'B738/M-SDE2E3FGHIRWXY/LB1', 'EGPH', 'LFBH', '37000', 'GOSAM P600 FENIK L612 ELBUS UL612 DCS UN864 SUBUK DCT NOKIN N862 KARNO/N0458F360 DCT ALHUP DCT ABWIV DCT PACSE DCT TONQU/N0462F370 DCT MANIG DCT KORER UN26 UVUDO', 1707478813]
['VCP7BM', 'B738/M-SDE2E3FGHIRWXY/LB1', 'EGPH', 'EGGD', '31000', 'GOSAM P600 FENIK L612 ELBUS UL612 DCS UN864 SUBUK DCT NOKIN N862 KARNO/N0458F300 DCT ALHUP DCT LUCSA N862 WEVBE', 1707480546]
['SHT9Q', 'A320/M-VGDW/C', 'EGPH', 'EGLL', '33000', 'GOSAM P600 FENIK L612 ELBUS UL612 LAKEY DCT NUGRA', 1707479765]
['RYR182M', 'B738/M-SDE2E3FGHIRWXY/LB1', 'EGPH', 'ESGG', '37000', 'TLA Y96 NATEB P15 GIVEM DCT SURAT DCT PETIL L983 AMRAM N866 AAL N607 MAKUR', 1707480067]
['EZY9008', 'A320/M-SDE3FGHIRWY/LB1', 'EGPH', 'EGCC', '23000', 'GOSAM P600 FENIK L612 LAKEY', 1707481534]
['EWG48HL', 'A320/M-SDE3FGHIRWY/LB1', 'EGPH', 'EDFH', '37000', 'TLA Y96 NATEB N97 ROKAN M982 TOPPA DCT NVO/N0424F230 Q760 ROPUV ROPUV3A', 1707481716]
['RYR5WU', 'B738', 'EGPH', 'EIDW', '24500', 'GOSA1D GOSAM P600 BLACA P620 NIMAT NIMA2R', 1707482555]
['RYR127', 'B738/M-SDE2E3FGHIRWXY/LB1', 'EGPH', 'EGKK', '33000', 'GOSAM P600 FENIK L612 ELBUS UL612 DCS UN864 SUBUK DCT KEPAD L151 DISIT', 1707481898]
['BCS551', 'A306/H-SDE3FGHIRWY/LB1', 'EGPH', 'EDDP', '35000', 'TLA6D TLA Y96 AGPED N110 DOLAS L603 LAMSO DCT EVELI DCT NORTA/N0447F230 DCT ADMOS T959 KOJEC KOJEC1V', 1707483395]
['ETD406', 'A20N/M-SDE2E3FGHIJ1RWXY/LB1', 'EGPH', 'EGCC', '27000', 'GOSAM P600 FENIK L612 ELBUS/N0370F230 L612 LAKEY', 1707483610]
['EZY18', 'A20N/M-VRDW/C', 'EGPH', 'EDFH', '36000', 'TLA6D TLA Y96 NATEB N97 ROKAN M982 TOPPA NVO Q760 ROPUV ROPU3A', 1707483876]
['CCA111', 'B748/H-V/N', 'EGPH', 'EGCC', '27000', 'GOSAM1D GOSAM P600 FENIK L612 ELBUS/N0481F230 L612 LAKEY LAKEY1M', 1707484355]
['ROT306', 'B737/M-SDE2E3FGHIRWXY/LB1', 'EGPH', 'EGLL', '25000', 'GOSAM DCT FENIK L612 ELBUS/N0445F370 UL612 LAKEY DCT NUGRA', 1707485584]
['VPCZW', 'B737/M-SDE2E3FGHIRWXY/LB1', 'EGPH', 'EGLF', '37000', 'GOSAM DCT ELBUS UL612 DCS UN864 SUBUK DCT KEPAD L151 KIDLI N859 CPT', 1707484326]
['SAS154', 'A320/M-V/N', 'EGPH', 'ENBR', '34000', 'GRICE4D GRICE P600 ASNUD DCT BEREP/N0438F370 DCT MODNI MODNI2P', 1707486456]
['KLM65J', 'B738/M-VGDW/C', 'EGPH', 'EHAM', '36000', 'TLA6C HAVEN IPSAD OTBUN AGPED NATEB TENDO ROVNI EMLON LAMS2A', 1707485915]
['EZY85YQ', 'A320/M-SDE3FGHIRWY/LB1', 'EGPH', 'EKCH', '37000', 'TLA Y96 NATEB P15 GIVEM DCT SURAT DCT PETIL DCT TESPI', 1707487449]
['N576LM', 'B350/L-VGDW/C', 'EGPH', 'EGCC', '23000', 'TLA N864 DCS L612 LAKEY', 1707486698]
['VISON77', 'SF50', 'EGPH', 'EGBB', '21000', 'TLA6D TLA UN864 DCS UL612 CROFT CROFT1B', 1707486995]
['RYR250', 'B738/M-VGDW/C', 'EGPH', 'EBBR', '33000', 'GOSAM P600 FENIK L612 ELBUS UL612 HON/N0458F290 L15 BIG Q70 VABIK/N0436F230 Q70 KOK', 1707489032]
['NPT294', 'B738/M-SDE2E3FGHIRWXY/LB1', 'EGPH', 'EKCH', '37000', 'TLA Y96 NATEB P15 GIVEM DCT SURAT DCT PETIL DCT TESPI', 1707491435]
['RYR57J', 'B738/M-VGDW/C', 'EGPH', 'EGAA', '20000', 'GOSAM P600 BLACA DCT BELZU', 1707491048]
['C337N', 'SR22/L-VGDW/C', 'EGPH', 'EGQL', '5000', '', 1707490718]
['EZY92KE', 'A20N/M-SDE2E3FGHIJ1RWXY/LB1', 'EGPH', 'EGCC', '27000', 'GOSAM P600 FENIK L612 ELBUS/N0369F230 L612 LAKEY', 1707492039]
['VIR6LF', 'A339/H-SADE1E2E3GHIJ1J3J5M1P2RWXY/LB2D1', 'EGPH', 'EGCC', '25000', 'GOSAM1D GOSAM P600 FENIK L612 ELBUS/N0431F230 L612 LAKEY DALEY2A', 1707491862]
['KLM13D', 'B738/M-VGDW/C', 'EGPH', 'EHAM', '37000', 'TLA Y96 NATEB N97 ROKAN M982 TOPPA', 1707493415]
['EZY65WH', 'A20N/M-VGDW/C', 'EGPH', 'EHAM', '37000', 'TLA6D TLA Y96 NATEB N97 ROKAN M982 TOPPA TOPA2A SUGOL', 1707493000]
['BAW133', 'A320/M-VGDW/C', 'EGPH', 'EGCC', '25000', 'GOSAM P600 FENIK L612 ELBUS/N0428F230 UL612 LAKEY', 1707495248]
['AXN412', 'B737/M-VGDW/C', 'EGPH', 'ESSA', '37000', 'GRICE P600 ASNUD DCT ALOTI DCT VATEX DCT ELTOK', 1707495031]
['BAW2341', 'A320/M-SDE3FGHIRWY/LB1', 'EGPH', 'EGLL', '37000', 'GOSAM P600 FENIK L612 ELBUS UL612 LAKEY DCT NUGRA', 1707495488]
['EIN22DG', 'A320/M-VGDW/C', 'EGPH', 'EGAA', '18000', 'GOSAM P600 BLACA DCT BELZU', 1707496176]
['BAW1829', 'A20N/M-SDE2E3FGHIJ1RWXY/LB1', 'EGPH', 'EGLL', '37000', 'GOSAM P600 FENIK L612 ELBUS UL612 LAKEY DCT NUGRA', 1707495729]
['RYR1FU', 'B738/M-SDE2E3FGHIRWXY/LB1', 'EGPH', 'EPKK', '37000', 'TLA Y96 NATEB N610 LONAM DCT HLZ DCT GODUR DCT LASIS T714 GODLO DCT MOFKE', 1707497289]
['EZY614A', 'A320/M-SDE2E3FGHIJ1RWXY/LB1', 'EGPH', 'EGAA', '24000', 'GOSAM P600 BLACA DCT BELZU', 1707496810]
['RYR5CB', 'B738/M-SDE2E3FGHIRWXY/LB1', 'EGPH', 'EHEH', '37000', 'TLA Y96 AGPED N110 ERKIT L602 OTR L90 DOLAS L603 LAMSO', 1707496933]
['NPT12A', 'B738/M-SDE2E3FGHIRWXY/LB1', 'EGPH', 'EGNX', '25000', 'GOSAM P600 FENIK L612 LUSIV/N0460F270 L612 ELBUS UL612 CROFT', 1707496273]
['EZY59WF', 'A20N/M-SDE2E3FGHIJ1RWXY/LB1', 'EGPH', 'EGKK', '39000', 'GOSAM P600 FENIK L612 ELBUS UL612 DCS UN864 SUBUK DCT KEPAD L151 DISIT', 1707497585]
['RYR841', 'B738/M-SDE2E3FGHIRWXY/LB1', 'EGPH', 'EIDW', '24000', 'GOSAM P600 BLACA P620 NIMAT NIMAT1K', 1707498813]
['EXS65J', 'B738', 'EGPH', 'EGCC', '27000', 'GOSAM P600 FENIK L612 ELBUS/N0417F230 L612 LAKEY LAKE1M EGCC/23R', 1707498012]
['EZY27A', 'A20N', 'EGPH', 'EGCC', '23000', 'GOSAM P600 FENIK L612 LAKEY', 1707497466]
['EZY67T', 'A320/M-SDE3FGHIRWY/LB1', 'EGPH', 'EGSS', '35000', 'GOSAM P600 FENIK L612 ELBUS UL612 LISTO', 1707501007]
['KLM788', 'B738/M-VGDW/C', 'EGPH', 'EHAM', '33000', 'TLA Y96 NATEB N97 ROKAN M982 TOPPA', 1707498909]
['RUK318V', 'B738/M-SDE1FGHIJ1RWXY/L', 'EGPH', 'EGSS', '39000', 'GOSAM P600 FENIK L612 ELBUS UL612 LISTO', 1707500227]
['FDX342', 'A306/H-SDE3FGHIRWY/LB1', 'EGPH', 'EGNX', '22000', 'GOSAM P600 FENIK/N0449F230 L612 ELBUS/N0461F250 UL612 CROFT', 1707500915]
['TVS432F', 'B739/M-VGDW/C', 'EGPH', 'EGKK', '33000', 'GOSAM P600 FENIK L612 ELBUS UL612 DCS UN864 SUBUK DCT KEPAD L151 DISIT', 1707500677]
['BAW090', 'A320/M-SDE3FGHIRWY/LB1', 'EGPH', 'EGLL', '35000', 'GOSAM P600 FENIK L612 ELBUS UL612 LAKEY DCT NUGRA', 1707500324]
['SHT9T', 'A320/M-SDE3FGHIRWY/LB1', 'EGPH', 'EGLL', '37000', 'GOSAM P600 FENIK L612 ELBUS UL612 LAKEY DCT NUGRA', 1707499812]
['SHT9W', 'A320/M-SDE3FGHIRWY/LB1', 'EGPH', 'EGLL', '37000', 'GOSAM P600 FENIK L612 ELBUS UL612 LAKEY DCT NUGRA', 1707501130]
['TOM133', 'B789/H-VGDW/C', 'EGPH', 'EGCC', '27000', 'GOSAM P600 FENIK L612 ELBUS/N0476F230 L612 LAKEY', 1707501397]
['SHT2193', 'A320/M-SDE3FGHIRWY/LB1', 'EGPH', 'EGLL', '33000', 'GOSAM P600 FENIK L612 ELBUS UL612 LAKEY DCT NUGRA', 1707501640]
['EZY807G', 'A320/M-SDE3FGHIRWY/LB1', 'EGPH', 'EGAA', '18000', 'GOSAM P600 BLACA DCT BELZU', 1707502177]
['SHT22A', 'A20N/M-VGDW/C', 'EGPH', 'EGKK', '25000', 'GOSAM P600 FENIK L612 ELBUS UL612 DCS UN864 SUBUK DCT KEPAD L151 DISIT', 1707501786]
['RUK849A', 'B738/M-SDE2E3FGHIRWXY/LB1', 'EGPH', 'EGSS', '35000', 'GOSAM DCT ELBUS UL612 LISTO', 1707502568]
['RYR9HM', 'B738/M-SDE2E3FGHIRWXY/LB1', 'EGPH', 'LIPZ', '37000', 'GOSAM DCT ELBUS UL612 RESMI UN491 BEGAR DCT ELMUR DCT RESIA P131 ADOSA L612 ALBET', 1707504216]
['EZY55K', 'A20N', 'EGPH', 'EGKK', '37000', 'GOSAM1D GOSAM P600 FENIK L612 ELBUS UL612 DCS UN864 SUBUK DCT KEPAD L151 DISIT DISIT1G', 1707503439]
['BAW255', 'B738/M-SDE2E3FGHIRWXY/LB1', 'EGPH', 'LYTV', '33000', 'TLA Y96 NATEB N97 ROKAN M982 TOPPA DCT PODIP DCT DINKU DCT RADIZ DCT PINUK', 1707504879]
['TAY1205', 'B752/M-VGD/A', 'EGPH', 'EGGW', '35000', 'GOSAM P600 FENIK L612 ELBUS UL612 LISTO', 1707504522]
['RYR3WD', 'B738/M-SDE2E3FGHIRWXY/LB1', 'EGPH', 'EPGD', '37000', 'GRICE P600 GLESK/N0390F250 P600 ADN/N0433F350 DCT RIVOT DCT REKNA/N0436F370 DCT PETIL L983 AMRAM P60 ODN L975 KOKAK/N0394F270 L975 ELVIX L621 ROE L983 DOMAG T240 OGDAV', 1707505866]
['SHT9Y', 'A20N/M-SDGHIJ1LRWXY/SB1', 'EGPH', 'EGLL', '25000', 'GOSAM DCT FENIK L612 ELBUS/N0450F390 UL612 LAKEY DCT NUGRA', 1707507756]
['EZY35QL', 'A320/M-SDE3FGHIRWY/LB1', 'EGPH', 'EGGD', '33000', 'GOSAM P600 FENIK L612 ELBUS UL612 DCS UN864 SUBUK DCT NOKIN N862 KARNO/N0427F320 DCT ALHUP DCT LUCSA/N0396F230 N862 WEVBE', 1707506017]
['RYR1XE', 'B738/M-SDE2E3FGHIRWXY/LB1', 'EGPH', 'EIDW', '24000', 'GOSAM P600 BLACA P620 NIMAT NIMAT2L', 1707508267]
['RYR589N', 'B738/M-VGDW/C', 'EGPH', 'EGCC', '25000', 'GOSAM P600 FENIK/N0401F230 L612 LAKEY DCT ROSUN', 1707507338]
['SHT3ML', 'B463', 'EGPH', 'EGKK', '29000', 'EGPH/06 GOSAM1D GOSAM P600 FENIK L612 ELBUS UL612 DCS UN864 SUBUK DCT KEPAD L151 DISIT DISIT1G EGKK/26L', 1707508387]
['FBX143', 'A320/M-SDE3FGHIRWY/LB1', 'EGPH', 'EGLL', '37000', 'GOSAM P600 FENIK L612 ELBUS UL612 LAKEY DCT NUGRA', 1707510260]
['RYR6WG', 'B738/M-SDE2E3FGHIRWXY/LB1', 'EGPH', 'EICK', '34000', 'GOSAM P600 TRN DCT NIMAT DCT DUB DCT TISMO TISMO1R', 1707510400]
['BA975', 'B789/H-SDE1E2E3FGHIJ2J3J4J5M1RWXY/LB1D1', 'EGPH', 'LIRF', '36000', 'TLA Y96 AGPED N110 ERKIT L602 OTR L90 DOLAS L603 LAMSO DCT EVELI DCT OTMEC DCT MISGO DCT DODEN DCT NEGIX DCT DINKU M867 XERUM DCT BAVAX Z106 MANAL M736 BERAS DCT LIKDA DCT NIVAS DCT CHI DCT PIDEP DCT DIPVO Y106 NIKMA T369 RITEB', 1707510765]
['BAW151', 'A306', 'EGPH', 'EGLL', '35000', 'GOSA1D GOSAM P600 FENIK L612 ELBUS UL612 LAKEY DCT NUGRA NUGR1H', 1707516874]
['EXS749', 'B738/M-VGDW/C', 'EGPH', 'EGKK', '35000', 'GOSAM P600 FENIK L612 ELBUS UL612 DCS UN864 SUBUK DCT KEPAD L151 DISIT', 1707511931]
['OMD60', 'A320/M-SDE3FGHIRWY/LB1', 'EGPH', 'EGAA', '22000', 'GOSAM P600 BLACA DCT BELZU', 1707512527]
['AUA205', 'A20N/M-VGDW/C', 'EGPH', 'EGCC', '22000', ' GOSAM P600 FENIK L612 ELBUS L612 LAKEY ', 1707512891]
['BAW1441', 'A319/M-V/N', 'EGPH', 'EGLL', '37000', 'GOSA1D GOSAM P600 FENIK L612 ELBUS UL612 LAKEY DCT NUGRA NUGR1H', 1707511660]
['RYR74MW', 'B738/M-VGDW/C', 'EGPH', 'EDDH', '37000', 'TLA Y96 NATEB P15 GIVEM DCT SURAT DCT PETIL DCT AMRAM DCT LANGO DCT BAGOS N850 BOGMU BOGMU1D', 1707513789]
['RYR8ED', 'B738/M-SDE2E3FGHIRWXY/LB1', 'EGPH', 'EIDW', '24000', 'GOSAM P600 BLACA P620 NIMAT', 1707515465]
['THY10', 'A339/H-VGDW/C', 'EGPH', 'EGKK', '39000', 'GOSAM P600 FENIK L612 ELBUS UL612 DCS UN864 SUBUK DCT KEPAD L151 DISIT', 1707513190]
['EZY2112', 'A320', 'EGPH', 'EGGD', '32000', 'N0441F330 GOSA1D GOSAM P600 FENIK L612 ELBUS UL612 DCS UN864 SUBUK DCT NOKIN N862 KARNO/N0442F320 DCT ALHUP DCT LUCSA/N0419F230 N862 WEVBE WEVB1B', 1707515555]
['EZY6DE', 'A320/M-SDE3FGHIRWY/LB1', 'EGPH', 'EGCC', '23000', 'GOSAM P600 FENIK L612 LAKEY', 1707516069]
['RYR26C', 'B738/M-SDE2E3FGHIRWXY/LB1', 'EGPH', 'EGNM', '27000', 'GOSAM P600 FENIK L612 ELBUS/N0435F230 L612 CALDA DCT POL', 1707516455]
['EJA2064', 'CL60/M-MSBDE1E2E3FGHIJ1J4J5J7M3RWXYLB1V1D1/DAT1FANSER2PDC', 'EGPH', 'EGSS', '39000', 'TLA N864 DCS L612 LAKEY/N0459F390 UL612 LISTO', 1707516307]
['SHT8K', 'A20N/M-SDE2E3FGHIJ1RWXY/LB1', 'EGPH', 'EGKK', '37000', 'GOSAM1D GOSAM P600 FENIK L612 ELBUS UL612 DCS UN864 SUBUK DCT KEPAD L151 DISIT DISIT1G', 1707519215]
['BVX932', 'B738/M-VGDW/C', 'EGPH', 'EGNX', '20000', 'GOSAM1D GOSAM P600 FENIK L612 ELBUS UL612 CROFT ROKUP1B', 1707517454]
['RYR27', 'B738/M-SDE2E3FGHIRWXY/LB1', 'EGPH', 'EGNM', '25000', 'GOSAM P600 FENIK L612 ELBUS/N0435F230 L612 CALDA DCT POL', 1707516858]
['RYR3MA', 'B738/M-SDE2E3FGHIRWXY/LB1', 'EGPH', 'EGKK', '35000', 'GOSAM1D GOSAM P600 FENIK L612 ELBUS UL612 DCS UN864 SUBUK DCT KEPAD L151 DISIT DISIT1G', 1707518675]
['EZY11AB', 'A320/M-SDE3FGHIRWY/LB1', 'EGPH', 'EGKK', '35000', 'GOSAM P600 FENIK L612 ELBUS UL612 DCS UN864 SUBUK DCT KEPAD L151 DISIT', 1707522065]
['BVX1012', 'A20N/M-SDE2E3FGHIJ1RWXY/LB1', 'EHAM', 'EGPH', '34000', 'BERGI3N BERGI L602 SUPUR P1 GODOS M981 NATEB Y96 AGPED AGPED1E', 1707439082]
['NPT12B', 'B738/M-VGDW/C', 'EGNX', 'EGPH', '28000', 'POL UN601 INPIP', 1707444423]
['EZY26RF', 'A20N/M-SDE2E3FGHIJ1RWXY/LB1', 'EDDH', 'EGPH', '38000', 'WSN3C WSN N125 EEL DCT SUPUR P1 GODOS M981 NATEB Y96 AGPED', 1707475562]
['N7203P', 'PA24/L-VGD/A', 'EGPN', 'EGPH', '5000', 'VFR', 1707470796]
['SHT8R', 'A320/M-VGDW/C', 'EGLL', 'EGPH', '32000', 'UMLAT T418 WELIN T420 TNT UN57 POL UN601 INPIP', 1707473523]
['RUK178', 'B738/M-SDFGIJ1LRWY/SB1', 'EGAA', 'EGPH', '25000', 'BLACA P600 TUNSO', 1707473105]
['VCP41JR', 'A20N/M-SDE2E3FGHIJ1RWXY/LB1', 'EGGD', 'EGPH', '26000', 'BCN P69 DIZIM N864 KISWO/N0454F270 DCT AVTIC DCT ANJAK/N0462F280 N38 NOKIN UP16 RIBEL UN601 INPIP', 1707478054]
['RYR314', 'B738/M-SDE2E3FGHIRWXY/LB1', 'EGGD', 'EGPH', '26000', 'BCN P69 DIZIM N864 KIPWI/N0442F280 N864 KISWO/N0435F270 DCT AVTIC DCT ANJAK/N0442F280 N38 NOKIN UP16 RIBEL UN601 INPIP', 1707478623]
['RYR613Z', 'B738/M-SDE2E3FGHIRWXY/LB1', 'EICK', 'EGPH', '31000', 'TISMO1Q TISMO DCT ROTEV DCT GOTNA DCT BLACA/N0393F250 P600 TUNSO', 1707477754]
['AFR80HU', 'A318/M-SDE3FGHIRWY/LB1', 'LFPO', 'EGPH', '38000', 'ATREX UT225 VESAN UL613 SOVAT L613 HALIF UN590 ABEVI UN601 INPIP', 1707482438]
['EZY482P', 'A320/M-SDE3FGHIRWY/LB1', 'EGGD', 'EGPH', '26000', 'BCN P69 DIZIM N864 KISWO/N0416F270 DCT AVTIC DCT ANJAK/N0423F280 N38 NOKIN UP16 RIBEL UN601 INPIP', 1707479313]
['EZY27A', 'A20N', 'EGGP', 'EGPH', '24000', 'POL N601 INPIP', 1707479014]
['AXN412', 'B737/M-VGDW/C', 'ENGM', 'EGPH', '38000', 'ATLAP P600 ROPNO T400 ALOTI DCT RIVOT DCT GOMOT DCT ROBEM UP16 NATEB Y96 AGPED', 1707485731]
['CCA111', 'B748/H-V/N', 'EGCC', 'EGPH', '24000', 'POL4S POL N601 INPIP INPIP1E', 1707481954]
['EZY970B', 'A20N/M-SDE2E3FGHIJ1RWXY/LB1', 'EGKK', 'EGPH', '38000', 'LAM L10 BPK UN601 INPIP', 1707483512]
['EZY238', 'A320/M-SDE3FGHIRWY/LB1', 'EGGD', 'EGPH', '26000', 'BCN P69 DIZIM N864 KISWO/N0445F270 DCT AVTIC DCT ANJAK/N0452F280 N38 NOKIN UP16 RIBEL UN601 INPIP', 1707483752]
['VCP7BM', 'A20N/M-VGDW/C', 'EGGD', 'EGPH', '32000', 'BCN P69 DIZIM N864 KISWO/N0455F270 DCT AVTIC DCT ANJAK/N0462F280 N38 NOKIN UP16 RIBEL UN601 INPIP', 1707478748]
['RYR250', 'B738/M-VGDW/C', 'EBBR', 'EGPH', '36000', 'DENUT L610 NILON DCT WESUL M14 STOAT L613 HALIF UN590 ABEVI UN601 INPIP', 1707485193]
['EXS98RH', 'B738/M-SDE2E3FGHIRWXY/LB1', 'GCRR', 'EGPH', '36000', 'VASTO DCT NIDEB DCT TIGGI DCT XERES DCT ADVAT/M079F360 T290 GELPO DCT JABEX DCT TUVEN/N0453F360 DCT ROTEV DCT GOTNA DCT BLACA P600 TUNSO', 1707496651]
['BRO525', 'B738/M-SDE2E3FGHIRWXY/LB1', 'EGGD', 'EGPH', '26000', 'BCN P69 DIZIM N864 KIPWI/N0436F280 N864 KISWO/N0429F270 DCT AVTIC DCT ANJAK/N0436F280 N38 NOKIN UP16 RIBEL UN601 INPIP', 1707484384]
['EXS36AP', 'B738/M-SDE2E3FGHIRWXY/LB1', 'LGRP', 'EGPH', '36000', 'VANES B34 ADESO/N0454F340 UN133 PEREN UL863 EVIVI/K0845F340 DCT OKANA/N0456F340 DCT RAVAK DCT BGD/N0453F360 DCT BABIT DCT SASAL DCT DEXIT DCT MAPOX L604 BIGGE DCT GODOS M981 NATEB Y96 AGPED', 1707499322]
['CCA111', 'B748/H-V/N', 'EGCC', 'EGPH', '24000', 'POL4S POL N601 INPIP INPIP1E', 1707482557]
['RYR4118', 'B738/M-VGDW/C', 'EGKK', 'EGPH', '36000', 'LAM L10 BPK UN601 INPIP', 1707488133]
['TVS4353', 'B739/M-VGDW/C', 'LKPR', 'EGPH', '32000', 'BALTU DCT DONAD DCT RAPET Z93 KODUK DCT MASEK DCT MAPOX DCT GODOS M981 NATEB Y96 AGPED', 1707497192]
['EZY63AE', 'A320/M-SDE3FGHIRWY/LB1', 'EDDB', 'EGPH', '36000', 'SUKIP2Z SUKIP M748 BUMIL DCT VALBO DCT AGPED', 1707493954]
['EZY322', 'A320/M-SDE3FGHIRWY/LB1', 'EGPE', 'EGPH', '20000', 'GUSSI DCT NESDI N560 FOYLE DCT GRICE', 1707495367]
['RYR1077', 'B738/M-VGDW/C', 'EDDH', 'EGPH', '36000', 'ELSOB2C/05 ELSOB L619 GOLEN DCT CORIS DCT RENEQ Y96 AGPED ', 1707494018]
['TRA6961', 'B737/M-SDE2E3FGHIRWXY/LB1', 'EHRD', 'EGPH', '24000', 'TULIP L74 MONIL/N0438F400 P1 GODOS M981 NATEB Y96 AGPED', 1707500434]
['SHT8A', 'B763/H-VGD/A', 'EGLL', 'EGPH', '36000', 'UMLAT T418 WELIN T420 TNT UN57 POL UN601 ABEVI N601 INPIP', 1707498425]
['EZY1123', 'A320', 'EGBB', 'EGPH', '23000', 'EGBB/15  LUVU1Y LUVUM DCT TNT N57  UN601 INPIP INPI1E EGPH/06', 1707499954]
['GFISM', 'TBM9', 'LFLS', 'EGPH', '4000', '', 1707496839]
['EIN4TF', 'A320/M-VGDW/C', 'EIDL', 'EGPH', '27000', 'DCT EGT DCT GIRVA GIRV1E', 1707502052]
['SAS4601', 'A320/M-VGDW/C', 'ENGM', 'EGPH', '32000', 'ATLAP P600 KLONN DCT OVDAN P600 PTH', 1707511622]
['GSM324', 'B738/M-VGDW/C', 'LEAL', 'EGPH', '34000', 'MITOS UN608 COMPI UY90 USKAR UN863 GIROM DCT AGN DCT SECHE DCT UVELI DCT CNA DCT TUPAR UY120 AKIKI UN867 VASUX DCT TNT UN57 POL UN601 INPIP', 1707504791]
['LOGNE2', 'AT45', 'EGPA', 'EGPH', '19000', ' KOKAL DCT WIK DCT ADN P600 PTH PTH1G', 1707507457]
['RYR91SQ', 'B738/M-SDE2E3FGHIRWXY/LB1', 'EPKK', 'EGPH', '38000', 'OMFOL T738 LASIS DCT GODUR DCT HLZ DCT MALYK DCT LONAM N610 NATEB Y96 AGPED', 1707516694]
['GERMA', 'BE36', 'EGCC', 'EGPH', '4000', '', 1707510937]
['RYR72XD', 'B738/M-SDE2E3FGHIRWXY/LB1', 'EIKN', 'EGPH', '31000', 'CON DCT OLAPO DCT ROTEV DCT GOTNA DCT BLACA/N0387F250 P600 TUNSO', 1707510671]
['OMD59', 'A319/M-SDE3FGHIRWY/LB1', 'EGAA', 'EGPH', '21000', 'BLACA P600 TUNSO', 1707509053]
['RYR7ZQ', 'B738/M-SDE2E3FGHIRWXY/LB1', 'EINN', 'EGPH', '33000', 'AGINI3A AGINI DCT KORAK DCT EPIDU DCT ROTEV DCT GOTNA P600 TUNSO', 1707511504]
['VLG91AT', 'A320/M-SDE3FGHIRWY/LB1', 'LFPG', 'EGPH', '36000', 'ATREX UT225 VESAN UL613 SOVAT L613 HALIF UN590 ABEVI UN601 INPIP', 1707514684]
['SHT6L', 'A320/M-SDE3FGHIRWY/LB1', 'EGLL', 'EGPH', '33000', 'UMLAT T418 WELIN T420 TNT UN57 POL UN601 INPIP', 1707511211]
['EZY58GM', 'A320/M-SDE3FGHIRWY/LB1', 'LFPG', 'EGPH', '38000', 'ATREX UT225 VESAN UL613 SOVAT L613 HALIF UN590 ABEVI UN601 INPIP', 1707514445]
['AFR4140', 'A319/M-SDE3FGHIRWY/LB1', 'LFPG', 'EGPH', '38000', 'ATREX UT225 VESAN UL613 SOVAT L613 HALIF UN590 ABEVI UN601 INPIP', 1707514565]
['BEE5MG', 'DH8D/M-SDE2E3FGRY/H', 'EGLC', 'EGPH', '24000', 'BPK N601 INPIP', 1707515196]
['DLH9F', 'A320/M-VGDW/C', 'EDDH', 'EGPH', '36000', 'WSN3B/23 WSN N125 EEL DCT SUPUR L602 EMLON M79 NATEB Y96 AGPED ', 1707516244]
['EZY27A', 'A20N', 'EIDW', 'EGPH', '25000', 'ROTEV P600 TUNSO', 1707512464]
